orig_image,mask_image
images\revert_vertical_ch12_20230523180211_20230523190211@003055.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@003055.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@005740.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@005740.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@006759.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@006759.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@006892.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@006892.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@008703.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@008703.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@019259.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@019259.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@022303.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@022303.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@022415.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@022415.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@022508.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@022508.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@024166.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@024166.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@025462.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@025462.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@035184.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@035184.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@054155.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@054155.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@056273.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@056273.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@059816.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@059816.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@060364.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@060364.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@060740.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@060740.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@003887.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@003887.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@004443.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@004443.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@012033.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@012033.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@019438.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@019438.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@034990.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@034990.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@038137.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@038137.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@052392.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@052392.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@058687.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@058687.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@059612.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@059612.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@062945.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@062945.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@074793.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@074793.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@077385.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@077385.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@079792.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@079792.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@089233.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@089233.bmp
images\revert_vertical_ch13_20221228193446_20221228203446@106451.bmp,masks\revert_vertical_ch13_20221228193446_20221228203446@106451.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@035184.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@035184.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@041572.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@041572.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@042961.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@042961.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@055275.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@055275.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@061569.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@061569.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@070368.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@070368.bmp
images\revert_vertical_ch13_20221229153446_20221229163446_@075090.bmp,masks\revert_vertical_ch13_20221229153446_20221229163446_@075090.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@004813.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@004813.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@005183.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@005183.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@007960.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@007960.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@016291.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@016291.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@028140.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@028140.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@037951.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@037951.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@049800.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@049800.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@056650.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@056650.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@071460.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@071460.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@098860.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@098860.bmp
images\revert_vertical_ch15_20221228193446_20221228203446@102933.bmp,masks\revert_vertical_ch15_20221228193446_20221228203446@102933.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@024344.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@024344.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@025547.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@025547.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@026010.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@026010.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@026565.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@026565.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@026750.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@026750.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@027028.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@027028.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@030453.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@030453.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@030823.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@030823.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@041376.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@041376.bmp
images\revert_vertical_ch15_20221229153446_20221229163446_@061925.bmp,masks\revert_vertical_ch15_20221229153446_20221229163446_@061925.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@019814.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@019814.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@026110.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@026110.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@035184.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@035184.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@056666.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@056666.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@071295.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@071295.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@084258.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@084258.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@093158.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@093158.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@106110.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@106110.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@117036.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@117036.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@124088.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@124088.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@145184.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@145184.bmp
images\revert_vertical_ch16_20221228193446_20221228203446@158888.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446@158888.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@001574.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@001574.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@002407.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@002407.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@006759.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@006759.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@008055.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@008055.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@008796.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@008796.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@011758.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@011758.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@014721.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@014721.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@023425.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@023425.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@024443.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@024443.bmp
images\revert_vertical_ch16_20221228193446_20221228203446_@084904.bmp,masks\revert_vertical_ch16_20221228193446_20221228203446_@084904.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@000370.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@000370.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@032128.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@032128.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@040276.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@040276.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@043424.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@043424.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@052683.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@052683.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@067034.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@067034.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@070460.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@070460.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@071386.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@071386.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@083978.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@083978.bmp
images\revert_vertical_ch16_20221229153446_20221229163446_@084719.bmp,masks\revert_vertical_ch16_20221229153446_20221229163446_@084719.bmp
images\revert_vertical_ch16_20221229163446_20221229173446_@003518.bmp,masks\revert_vertical_ch16_20221229163446_20221229173446_@003518.bmp
images\revert_vertical_ch16_20221229163446_20221229173446_@005185.bmp,masks\revert_vertical_ch16_20221229163446_20221229173446_@005185.bmp
images\revert_vertical_ch16_20221229163446_20221229173446_@009629.bmp,masks\revert_vertical_ch16_20221229163446_20221229173446_@009629.bmp
images\revert_vertical_ch16_20221229163446_20221229173446_@022684.bmp,masks\revert_vertical_ch16_20221229163446_20221229173446_@022684.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@009989.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@009989.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@027214.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@027214.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@030361.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@030361.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@034249.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@034249.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@038507.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@038507.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@046283.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@046283.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@047949.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@047949.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@054614.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@054614.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@071090.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@071090.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@076089.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@076089.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@079085.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@079085.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@099601.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@099601.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@122960.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@122960.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@125895.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@125895.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@135732.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@135732.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@147789.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@147789.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@150509.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@150509.bmp
images\revert_vertical_ch1_20221228193446_20221228203446@153104.bmp,masks\revert_vertical_ch1_20221228193446_20221228203446@153104.bmp
images\revert_vertical_ch1_20221229013446_20221229023446_@003610.bmp,masks\revert_vertical_ch1_20221229013446_20221229023446_@003610.bmp
images\revert_vertical_ch1_20221229013446_20221229023446_@018883.bmp,masks\revert_vertical_ch1_20221229013446_20221229023446_@018883.bmp
images\revert_vertical_ch1_20221229013446_20221229023446_@021382.bmp,masks\revert_vertical_ch1_20221229013446_20221229023446_@021382.bmp
